f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,binaryClass
134,77,76,71,94,9,37,52,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
16,116,104,165,94,0,0,0,1,1,0,0,0,0,42,17,0,0,0,0,13,53,0,0,0,0,N
51,97,106,99,94,0,0,0,0,0,40,21,0,0,0,0,0,0,11,31,1,0,0,0,0,0,N
108,98,76,71,94,0,24,55,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,89,76,71,94,0,0,0,8,71,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
14,147,84,71,94,0,0,0,0,0,0,0,6,54,15,4,0,0,0,0,0,0,0,0,0,0,N
95,77,76,71,94,19,2,0,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,139,93,71,94,4,1,0,0,0,0,0,0,25,52,0,0,0,0,0,0,0,0,0,0,0,N
15,77,98,105,94,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0,0,0,0,N
115,77,76,71,94,6,56,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
44,98,117,71,94,0,0,0,0,0,40,5,0,0,0,0,38,4,0,0,0,0,0,0,0,0,N
88,77,82,71,94,32,47,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,N
95,77,76,71,94,3,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
114,84,76,71,94,0,0,62,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,118,98,71,94,0,0,41,5,0,0,0,0,0,50,9,0,0,0,0,0,0,0,0,0,0,N
19,128,85,71,94,2,4,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,N
59,146,82,71,94,1,2,5,41,0,0,0,0,58,18,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,37,17,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
126,160,88,71,94,16,63,0,0,0,12,65,0,21,38,0,0,0,0,0,0,0,0,0,0,0,N
104,131,76,71,94,46,0,0,0,11,50,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,N
22,121,116,71,94,0,0,0,0,0,0,0,40,5,0,1,42,0,0,0,0,0,0,0,0,0,N
17,77,84,129,94,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,26,20,0,0,0,0,N
74,142,98,71,94,0,0,0,0,18,44,29,0,0,49,10,0,0,0,0,0,0,0,0,0,0,N
83,114,79,71,94,0,0,0,51,16,0,0,29,15,0,0,2,0,0,0,0,0,0,0,0,0,N
119,105,76,71,94,62,2,0,0,0,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
16,133,131,71,94,0,0,0,3,0,0,0,0,4,55,8,34,0,0,0,0,0,0,0,0,0,N
88,120,76,71,94,0,0,2,0,60,2,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,N
33,139,76,71,94,0,0,0,3,6,0,0,51,25,0,0,0,0,0,0,0,0,0,0,0,0,N
113,84,76,71,94,0,1,2,50,39,19,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,N
89,104,76,71,94,0,1,1,0,33,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,119,76,71,94,0,0,0,0,0,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
16,77,80,161,122,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,3,35,16,22,0,0,N
178,77,76,71,94,5,43,43,47,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
14,100,167,92,94,0,0,0,0,0,1,0,0,13,7,0,20,29,25,15,0,0,0,0,0,0,N
122,77,76,71,94,55,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,99,114,115,94,0,0,0,2,3,0,0,0,0,6,37,0,0,0,0,40,0,0,0,0,0,N
130,78,98,71,94,0,23,47,55,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,N
88,108,76,71,94,0,0,0,46,21,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,N
71,126,106,96,94,0,44,19,0,0,0,0,0,0,54,20,0,0,0,0,2,16,0,0,0,0,N
90,107,112,71,94,0,24,58,1,0,0,0,0,0,6,53,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,0,0,43,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
22,129,89,83,94,0,0,0,3,0,0,0,26,34,0,0,0,0,2,16,0,0,0,0,0,0,N
17,94,127,71,94,0,0,1,2,0,1,2,0,0,0,10,48,0,0,0,0,0,0,0,0,0,N
52,102,76,76,111,0,0,0,0,2,28,38,0,0,0,0,0,0,0,0,0,0,0,5,5,3,N
145,77,78,71,94,0,91,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
112,79,76,71,94,0,62,0,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
54,155,76,71,94,0,1,2,0,0,24,37,16,44,0,0,0,0,0,0,0,0,0,0,0,0,N
119,78,76,71,94,37,25,0,9,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
101,77,76,71,94,1,42,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
24,129,76,71,94,0,1,2,0,2,0,0,27,33,0,0,0,0,0,0,0,0,0,0,0,0,N
132,77,76,71,94,37,25,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
127,99,80,78,94,0,62,5,0,0,66,12,0,0,0,0,0,0,0,4,4,0,0,0,0,0,N
114,77,79,71,94,23,23,0,19,43,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,N
70,106,76,71,94,0,0,28,18,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,163,132,71,94,0,0,0,0,0,0,0,0,2,83,47,0,0,0,0,0,0,0,0,0,0,N
51,130,92,71,94,0,0,2,1,13,33,0,0,9,49,0,0,0,0,0,0,0,0,0,0,0,N
16,97,185,101,95,0,0,3,0,0,0,0,0,0,0,26,32,0,61,9,0,0,0,0,1,0,N
193,95,76,71,94,0,63,32,38,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
133,77,76,71,94,38,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
153,82,76,71,94,10,38,0,0,86,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
122,87,76,72,95,40,40,0,2,2,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N
18,77,124,76,94,1,1,0,0,2,1,0,0,0,0,0,0,28,14,0,0,0,0,0,0,0,N
98,109,76,71,94,0,71,8,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,N
128,98,76,71,94,0,0,0,28,57,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
47,121,76,71,94,0,0,2,2,1,0,47,29,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,109,76,71,94,0,1,2,4,5,44,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,N
122,144,77,71,94,0,1,46,12,50,0,0,28,47,0,1,0,0,0,0,0,0,0,0,0,0,N
37,121,103,71,94,0,0,1,0,0,5,40,0,0,10,33,0,1,1,0,0,0,0,0,0,0,N
103,79,76,71,94,0,0,19,2,67,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
99,77,78,78,94,14,32,0,23,23,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,N
53,98,76,109,117,0,0,0,0,3,37,24,0,0,0,0,0,0,0,0,0,0,29,9,0,0,N
107,86,76,71,94,0,0,0,46,25,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
20,96,123,71,94,0,2,4,2,0,0,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0,N
38,100,76,82,149,0,0,0,4,2,0,39,6,0,0,0,0,0,0,0,0,0,0,0,29,6,N
132,81,76,71,94,23,47,0,0,46,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
68,142,78,71,94,0,0,0,0,0,70,12,0,40,4,0,0,0,0,0,0,0,0,0,0,0,N
141,100,76,71,94,8,71,0,8,12,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,25,87,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
93,79,76,71,95,0,0,39,39,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N
15,134,96,71,94,0,1,1,0,0,0,0,0,11,64,0,0,0,0,0,0,0,0,0,0,0,N
122,77,76,71,94,0,0,0,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
71,80,117,125,94,0,0,0,3,49,13,0,0,0,0,0,0,0,0,60,9,0,0,0,0,0,N
117,78,76,71,94,56,6,46,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,3,5,41,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
101,132,80,71,94,0,46,9,38,0,0,0,0,47,13,0,0,0,0,0,0,0,0,0,0,0,N
37,125,88,71,94,13,11,1,0,0,0,0,0,21,38,0,0,0,0,0,0,0,0,0,0,0,N
74,77,119,83,95,20,46,0,0,0,0,0,0,0,0,0,0,13,28,0,0,0,1,2,0,0,N
74,77,76,128,94,0,19,44,2,1,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,N
13,114,105,125,94,0,0,0,0,0,0,0,0,0,35,24,0,0,0,0,10,29,0,0,0,0,N
142,82,76,71,94,0,0,0,24,100,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,62,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
20,77,128,82,94,0,0,4,3,0,0,0,0,0,0,0,0,19,29,0,0,0,0,0,0,0,N
134,78,76,71,94,0,37,26,38,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
34,111,76,71,94,0,0,1,5,0,0,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,N
105,130,76,72,98,0,0,0,43,19,33,12,18,26,0,0,0,0,0,0,0,0,1,0,0,2,N
99,77,79,75,94,0,14,69,9,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,N
20,134,78,71,94,1,0,2,3,1,0,0,0,55,5,0,0,0,0,0,0,0,0,0,0,0,N
37,105,76,71,94,2,5,3,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,104,98,94,12,50,2,0,0,0,0,0,0,0,0,0,0,7,33,0,0,0,0,0,0,N
67,120,95,71,94,25,25,8,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,N
118,93,76,71,94,12,50,0,6,14,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
135,77,76,71,94,0,16,88,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
200,77,76,71,94,0,63,63,32,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
58,85,165,79,94,0,3,3,0,26,20,0,0,0,0,5,4,50,21,0,0,0,0,0,0,0,N
74,77,135,106,94,25,37,0,2,1,0,0,0,0,0,0,0,0,47,24,0,0,0,0,0,0,N
110,104,76,71,94,0,0,9,13,32,42,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,117,104,71,94,3,3,1,0,0,0,0,0,0,42,17,4,0,0,0,0,0,0,0,0,0,N
102,79,76,71,94,0,0,3,12,72,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,78,127,71,94,0,0,5,43,1,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0,N
15,89,131,88,94,0,0,1,1,0,0,0,0,0,8,8,12,0,35,6,0,0,0,0,0,0,N
26,109,121,121,94,0,1,2,0,0,0,3,42,0,0,0,0,0,3,66,0,0,0,0,0,0,N
20,87,136,71,94,0,0,4,3,1,0,0,0,1,1,0,37,20,0,0,0,0,0,0,0,0,N
145,77,76,71,94,50,12,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
23,117,76,71,94,0,2,2,2,2,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,N
17,81,76,134,99,0,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,34,11,0,0,0,N
132,77,76,71,94,2,1,31,62,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
122,77,76,72,96,44,19,0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,N
160,137,76,71,94,0,62,0,31,47,1,0,58,18,0,0,0,0,0,0,0,0,0,0,0,0,N
57,130,83,71,94,28,18,0,0,0,1,0,0,38,21,0,0,0,0,0,0,0,0,0,0,0,N
109,100,76,71,94,0,1,2,12,50,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
91,122,79,71,94,0,0,0,0,10,69,45,0,1,8,0,0,0,0,0,0,0,0,0,0,0,N
51,100,76,74,157,1,2,0,0,0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,9,26,N
107,86,76,71,94,0,0,46,1,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
102,89,77,72,94,0,0,0,31,31,38,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
13,125,160,71,94,0,0,0,0,0,0,0,0,0,38,36,9,33,0,0,0,0,0,0,0,0,N
79,107,76,71,94,1,1,23,23,0,0,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,103,97,72,94,5,42,0,0,0,0,0,0,0,22,21,0,0,0,1,1,0,0,0,0,0,N
137,84,76,71,94,50,32,18,28,2,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,N
45,131,96,71,94,0,0,0,0,1,43,4,0,0,54,4,0,0,0,0,0,0,0,0,0,0,N
20,77,76,72,160,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,N
23,129,102,71,94,0,2,7,1,0,0,0,0,0,66,8,0,0,0,0,0,0,0,0,0,0,N
69,128,79,72,94,0,48,3,0,0,0,0,31,29,0,0,0,0,2,0,0,0,0,0,0,0,N
18,77,99,113,94,0,0,0,4,1,0,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,N
74,77,91,153,94,0,0,12,51,2,0,0,0,0,0,0,0,0,0,0,46,21,0,0,0,0,N
20,83,121,71,94,1,6,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,0,0,0,N
92,77,76,71,94,2,72,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
147,79,76,71,94,0,2,0,32,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
115,94,76,72,94,44,19,2,1,0,51,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N
82,84,127,116,94,0,0,1,2,48,31,0,0,0,0,0,0,0,22,48,0,1,0,0,0,0,N
26,110,76,86,107,0,0,3,0,0,0,0,42,2,0,0,0,0,0,0,0,0,7,10,0,0,N
14,77,88,160,94,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,28,39,0,0,0,0,N
37,106,76,71,94,7,4,0,0,0,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,N
63,77,129,72,94,4,3,18,28,0,0,0,0,0,0,0,0,42,0,0,1,0,0,0,0,0,N
106,100,76,71,94,50,12,0,0,0,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
25,125,87,71,94,0,0,1,2,2,0,6,14,11,32,0,0,0,0,0,0,0,0,0,0,0,N
20,118,90,75,94,0,0,0,4,3,0,1,0,14,37,0,0,0,0,2,3,0,0,0,0,0,N
111,114,79,75,94,0,0,0,0,4,125,13,0,0,0,0,0,0,0,3,2,0,0,0,0,0,N
45,111,122,71,94,0,0,0,0,2,37,9,0,0,0,27,31,0,0,0,0,0,0,0,0,0,N
60,121,94,71,94,0,0,2,11,37,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,N
37,103,76,71,94,2,4,1,0,0,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,100,160,72,94,0,0,0,0,0,0,0,0,0,10,33,0,45,3,0,0,0,0,0,0,0,N
16,100,118,98,130,3,0,0,0,0,0,0,0,0,0,39,19,0,0,0,0,0,0,36,1,0,N
56,140,89,71,94,0,23,23,0,0,0,0,0,35,39,0,0,0,0,0,0,0,0,0,0,0,N
18,82,107,95,94,1,4,0,0,0,0,0,0,4,2,0,0,0,15,25,0,0,0,0,0,0,N
100,77,76,71,94,23,23,0,5,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,0,0,6,65,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
84,140,78,71,94,0,0,0,0,0,60,62,0,14,6,0,0,0,0,0,0,0,0,0,0,0,N
54,103,76,71,94,0,1,2,0,0,29,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N
55,131,84,135,97,0,1,0,0,0,52,9,0,18,26,0,0,0,0,0,0,38,7,0,0,0,N
109,82,76,71,94,0,0,0,50,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
122,100,76,71,94,0,0,0,39,39,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
92,77,76,71,94,8,74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
110,101,76,71,94,3,0,0,2,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,1,34,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
75,118,76,71,94,0,0,44,19,0,0,0,17,29,0,0,0,0,0,0,0,0,0,0,0,0,N
169,77,76,71,94,0,19,27,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,0,32,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
79,100,76,71,94,1,2,0,0,20,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,126,87,71,94,0,6,43,0,0,0,0,0,26,33,0,0,0,0,0,0,0,0,0,0,0,N
58,77,122,78,94,0,2,0,46,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,N
58,79,105,138,94,33,15,0,0,0,0,0,0,3,0,0,0,0,0,23,46,0,0,0,0,0,N
115,77,76,73,95,31,31,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,N
102,92,76,71,94,0,0,11,37,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
45,124,76,71,94,0,0,3,1,2,0,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0,N
119,77,76,71,94,0,19,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
22,77,76,100,128,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,N
84,91,136,72,94,0,0,0,0,31,60,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,N
114,77,76,71,94,0,18,28,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15,85,138,73,104,0,0,0,0,0,2,1,0,0,0,0,30,27,0,0,0,0,0,0,6,1,N
130,77,76,71,94,0,37,57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
106,77,76,71,94,0,0,68,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
129,109,89,71,94,0,0,37,56,31,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,N
56,118,97,71,94,0,0,14,32,0,0,0,0,0,52,7,0,0,0,0,0,0,0,0,0,0,N
117,77,76,74,94,25,39,1,5,41,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,N
94,77,76,71,94,0,66,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
148,77,77,79,94,16,64,58,6,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,N
128,87,76,71,94,0,2,0,31,56,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
118,109,77,71,94,0,0,0,5,52,45,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N
103,79,76,71,94,0,0,5,74,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
133,78,76,71,94,0,72,8,41,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
48,143,84,71,94,0,0,2,1,2,36,9,0,36,23,0,0,0,0,0,0,0,0,0,0,0,N
16,134,80,71,94,0,0,0,0,1,2,1,2,47,13,0,0,0,0,0,0,0,0,0,0,0,N
119,106,76,71,94,0,56,7,0,2,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
24,112,105,71,94,0,3,9,0,0,0,0,0,0,26,33,0,0,0,0,0,0,0,0,0,0,N
116,78,76,71,94,0,56,7,1,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,116,85,94,1,2,56,6,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,N
108,106,76,71,94,0,0,24,55,0,0,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,N
113,84,79,71,94,0,5,1,43,35,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,N
22,77,106,96,94,2,1,1,2,3,0,0,0,0,0,0,0,0,13,28,0,0,0,0,0,0,N
148,77,76,71,94,0,50,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
19,78,76,72,172,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,39,N
149,80,76,71,94,1,34,93,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
113,114,76,74,95,0,0,0,0,13,111,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,N
13,98,130,71,94,0,0,0,0,0,0,0,0,5,2,4,54,0,0,0,0,0,0,0,0,0,N
57,95,109,71,94,0,42,5,0,0,0,0,2,0,0,25,18,0,0,0,0,0,0,0,0,0,N
140,77,79,79,94,0,9,73,16,38,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,N
68,123,76,71,94,0,0,0,0,15,47,0,37,7,0,0,0,0,0,0,0,0,0,0,0,0,N
112,77,76,71,94,32,68,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,91,130,71,94,0,1,2,0,3,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,N
99,77,77,74,94,0,32,14,18,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N
25,117,78,77,94,0,7,2,0,0,0,0,13,31,0,0,0,0,0,0,6,0,0,0,0,0,N
71,126,88,73,95,0,0,62,0,0,0,0,0,23,36,0,0,0,0,0,0,0,1,1,0,0,N
24,98,112,71,94,1,2,3,6,0,0,0,0,0,0,37,13,0,0,0,0,0,0,0,0,0,N
119,78,76,71,94,6,56,46,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
122,84,76,71,94,50,12,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
116,77,76,71,94,0,62,28,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
78,139,120,71,94,0,14,32,2,1,0,35,10,0,9,64,0,0,0,0,0,0,0,0,0,0,N
99,113,76,71,94,1,3,2,0,1,97,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
32,91,149,148,94,0,0,6,14,0,0,0,0,0,0,3,54,0,0,0,62,6,0,0,0,0,N
73,110,77,71,94,0,0,0,46,0,0,25,20,6,1,0,0,0,0,0,0,0,0,0,0,0,N
17,80,92,111,94,0,2,1,0,0,0,0,5,0,0,0,0,0,0,11,29,0,0,0,0,0,N
71,98,76,71,94,0,1,2,0,0,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,122,93,75,95,0,0,0,62,0,2,1,0,6,53,0,0,0,0,0,0,1,2,1,0,0,N
99,83,76,74,95,3,3,0,23,43,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,N
158,106,76,71,94,0,0,0,0,68,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
132,94,76,71,94,6,56,3,1,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
68,117,76,71,94,1,1,0,0,9,38,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,N
71,128,87,71,94,0,0,0,0,57,5,1,0,24,35,0,0,0,0,0,0,0,0,0,0,0,N
115,77,76,72,96,32,14,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,N
90,77,91,153,94,0,24,55,1,2,0,0,0,0,0,0,0,0,0,0,48,20,0,0,0,0,N
18,130,102,71,94,0,1,3,2,0,0,0,0,0,67,7,0,0,0,0,0,0,0,0,0,0,N
112,82,76,73,94,31,31,0,0,33,13,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,N
76,100,76,78,95,0,0,0,0,9,69,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,N
23,77,108,93,94,0,2,5,4,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,N
56,77,76,79,152,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,N
101,91,76,71,94,23,23,0,0,4,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
167,90,76,72,94,8,71,14,32,0,51,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N
87,77,110,91,94,0,8,71,0,0,0,0,0,0,0,0,0,0,26,15,0,0,0,0,0,0,N
116,78,76,128,94,1,65,0,0,41,5,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,N
92,77,76,71,94,41,41,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
93,77,76,71,94,4,29,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
189,93,76,71,94,0,26,77,39,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,79,115,0,42,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,N
123,99,76,71,94,8,71,0,0,0,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,0,71,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,99,121,71,94,0,0,1,11,37,0,1,0,0,0,30,28,0,0,0,0,0,0,0,0,0,N
56,122,76,71,94,1,0,0,1,9,36,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,N
56,87,126,71,94,0,23,23,0,0,0,0,0,0,0,0,40,9,0,0,0,0,0,0,0,0,N
15,124,89,89,140,0,1,1,0,0,0,0,0,18,41,0,0,0,0,0,0,0,0,13,23,0,N
93,101,76,71,94,0,0,0,1,21,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
45,118,129,71,94,0,0,0,0,0,30,23,0,0,3,24,40,0,0,0,0,0,0,0,0,0,N
115,77,76,71,94,61,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,116,84,71,94,0,0,14,32,0,0,0,0,27,17,0,2,0,0,0,0,0,0,0,0,0,N
18,114,102,72,94,2,1,3,0,0,0,0,0,0,37,21,0,0,0,1,0,0,0,0,0,0,N
116,77,76,71,94,57,7,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15,77,83,121,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,N
99,77,76,71,94,0,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
