bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
3,1.5,1170,7645,0,7,1170,0,1955,0,47.6077,-122.194,1870,7678,0,8,5,13.541075028051122
3,1.75,1830,5488,0,7,1010,820,1939,0,47.6914,-122.309,1200,5488,0,9,16,13.017005083966255
4,2.5,2730,12261,0,9,2730,0,1991,0,47.7419,-122.205,2730,10872,0,5,2,13.325305854052747
3,1.0,1090,10710,0,7,1090,0,1962,0,47.5,-122.169,1090,10440,0,7,1,12.54254845357358
3,2.5,2560,9182,0,9,2560,0,1993,0,47.5361,-122.051,2800,8784,1,4,14,13.527829818844937
3,1.0,1160,6132,0,7,1160,0,1958,0,47.5015,-122.17299999999999,1280,6132,0,7,15,12.37581963951765
2,1.75,1010,4000,0,7,1010,0,1919,0,47.6665,-122.287,1470,4000,0,10,14,12.99793556402925
3,2.0,1650,7930,0,7,1650,0,1989,0,47.3617,-122.05,1510,7930,1,1,26,12.433212202169729
3,1.0,2120,31564,0,7,1220,900,1942,0,47.4938,-122.29799999999999,1790,11571,0,12,29,12.206077645517674
1,1.0,960,2640,0,7,760,200,1908,0,47.6223,-122.294,1620,3759,0,6,16,12.712893259942282
3,2.5,1509,1114,0,8,1509,0,2014,0,47.7048,-122.34,1509,2431,0,8,26,12.902965303025876
4,1.75,2270,27122,0,8,1300,970,1957,0,47.7637,-122.281,2380,11822,0,9,26,13.279368835614243
4,2.5,1954,4805,0,8,1954,0,2005,0,47.4297,-122.19,1714,3259,0,7,2,12.73670383776449
3,3.5,2800,7694,0,9,2800,0,2005,0,47.7095,-122.022,2420,7694,1,1,12,13.732130035981154
3,1.0,1270,6405,0,6,1270,0,1944,0,47.4959,-122.241,1110,6405,0,6,13,11.938199736300925
4,2.25,1810,7601,0,7,1080,730,1986,0,47.2857,-122.35799999999999,1570,7601,1,1,5,12.611374406964662
4,2.5,2410,7517,0,8,2410,0,1983,0,47.4388,-122.14200000000001,2420,8095,1,5,12,12.994532278619134
3,2.5,1690,17383,0,7,1690,0,2003,0,47.3691,-122.031,2610,7999,0,9,15,12.587931300962664
3,1.75,1190,6000,0,7,1190,0,1952,2015,47.5026,-122.236,1200,6000,1,3,29,12.220966184120165
2,1.75,1280,6774,0,7,1280,0,1991,0,47.2925,-122.219,1450,7810,1,3,20,12.170450649220749
3,1.75,1460,7862,0,7,1460,0,1965,0,47.7755,-122.29899999999999,2200,9293,1,3,16,12.628070334272698
4,1.75,1600,6380,0,8,1130,470,1959,0,47.701,-122.306,1090,6380,0,5,2,13.112315061750808
3,1.75,1770,6000,0,7,1130,640,1952,0,47.7135,-122.315,1900,7200,0,9,2,12.948012371209098
4,2.5,2800,8190,0,8,1700,1100,1971,0,47.7695,-122.368,2460,8165,0,9,5,13.252515817794084
4,2.5,2680,9185,0,9,2680,0,1989,0,47.5738,-121.992,2810,8505,0,5,15,13.3374763699232
3,1.75,1680,9460,0,7,1680,0,1959,0,47.5525,-122.182,1690,9448,0,12,11,13.051943059028227
3,1.0,1120,10032,0,7,1120,0,1962,0,47.7182,-122.194,1210,9918,1,3,24,12.781283341160998
2,1.0,1040,7200,0,6,1040,0,1955,0,47.6823,-122.20299999999999,1640,7200,1,5,8,13.44081856306726
3,2.25,1790,2240,0,8,1790,0,1975,0,47.6343,-122.10600000000001,1780,2560,1,4,11,12.976414636196449
3,2.5,2410,34848,0,8,2410,0,1976,0,47.5694,-122.12,2420,16424,0,7,21,13.122365377402328
5,3.25,3370,7313,0,8,2140,1230,1988,0,47.5632,-122.015,2990,7806,0,10,10,13.444448325847754
2,1.0,800,5150,0,6,800,0,1949,0,47.5525,-122.274,1280,5150,1,1,2,12.765691290604371
2,1.0,1380,5000,0,7,870,510,1943,0,47.5339,-122.29299999999999,1450,5000,0,6,10,12.498745990829315
2,1.0,990,39964,0,4,990,0,1945,0,47.3577,-122.085,1560,8990,0,6,19,11.695255355062795
4,2.5,1800,9229,0,7,1800,0,1994,0,47.1927,-122.015,1970,9231,1,2,18,12.560247968016562
4,1.5,1820,12327,0,7,1380,440,1955,0,47.5767,-122.14399999999999,1450,9256,0,10,8,12.807655372286902
3,2.5,2620,6842,0,7,2620,0,2002,0,47.6846,-122.037,2280,4800,1,4,8,13.361381852676738
2,2.5,2290,3507,0,9,2290,0,2005,0,47.5545,-122.00200000000001,2290,3640,0,7,8,13.353476685668044
4,3.0,2200,4466,0,7,2200,0,1968,0,47.7005,-122.339,1780,2250,1,3,5,13.017005083966255
4,2.5,2940,12600,0,8,1850,1090,1974,0,47.6294,-122.06200000000001,2030,11770,1,3,4,13.28787951079572
2,1.75,1700,3618,0,8,1260,440,1950,0,47.6336,-122.397,2200,5000,0,9,9,13.704580114574805
3,1.0,860,11900,0,6,860,0,1963,0,47.3574,-122.186,1660,10248,0,5,14,11.982935344196433
2,1.0,910,5000,0,7,910,0,1924,0,47.6733,-122.37,1050,5000,0,9,30,13.161586013632684
4,3.25,2820,13059,0,8,2820,0,1976,0,47.4508,-122.132,2360,8600,0,8,6,12.976183182038383
2,1.0,930,4743,0,5,930,0,1942,0,47.4966,-122.18700000000001,930,4779,0,5,19,11.862179945241476
4,2.0,2190,4560,0,8,2190,0,1910,0,47.662,-122.329,2190,4560,0,7,14,13.795308871054397
4,2.5,3430,7200,0,9,3430,0,2014,0,47.6842,-122.196,1530,7800,1,4,16,14.070153551531353
4,2.75,2560,6900,0,8,1480,1080,1959,0,47.68600000000001,-122.29700000000001,2600,7200,0,11,17,13.51440681653079
2,1.0,770,6450,0,6,770,0,1948,0,47.531000000000006,-122.35799999999999,780,6063,0,10,10,12.345838935721968
3,4.5,5230,17826,1,10,3740,1490,2005,0,47.5348,-122.243,3670,17826,0,6,23,15.039286283703994
3,2.25,2440,9689,0,8,1830,610,1974,0,47.6141,-122.111,2730,9689,1,4,8,13.768943969816327
3,1.5,1650,3150,0,8,1650,0,1929,0,47.6156,-122.29700000000001,1650,4500,1,3,16,13.340696979437066
1,1.0,780,4000,0,5,780,0,1905,0,47.5424,-122.321,1150,4000,1,3,3,11.407576060361786
3,3.0,1260,1634,0,8,1260,0,1998,0,47.696999999999996,-122.34899999999999,1260,1135,0,10,29,12.742568940017076
4,2.5,2320,4683,0,7,2320,0,2007,0,47.3349,-122.059,2230,5750,0,7,29,12.628070334272698
4,2.75,1560,8820,0,7,1060,500,1979,0,47.3382,-122.257,2140,7800,0,8,20,12.468056068255885
3,2.0,2330,6346,0,6,1600,730,1934,2014,47.5135,-122.38,1380,8400,0,8,27,12.948012371209098
2,1.0,1400,19570,0,6,1100,300,1929,0,47.4724,-122.271,2250,6500,1,3,4,12.429220196836383
3,1.5,1450,6875,0,7,1450,0,1961,0,47.4205,-122.316,1270,8000,1,3,23,12.429020177633873
2,1.0,1140,15120,0,6,990,150,1932,0,47.4521,-122.196,2320,11250,1,2,17,12.201065128819632
3,1.0,1120,7320,0,7,1120,0,1954,0,47.5103,-122.382,1410,6328,1,4,7,12.780439105411505
3,1.5,1970,13709,0,7,1680,290,1955,0,47.7562,-122.277,2200,16536,0,9,9,12.959846800844963
3,1.0,1110,7128,0,7,1110,0,1980,0,47.6968,-122.124,1510,7107,0,11,12,12.846612510860464
4,2.5,3070,6923,0,9,3070,0,2009,0,47.669,-122.17200000000001,2190,9218,0,8,19,13.664688831019712
3,2.5,1940,4927,0,8,1940,0,2004,0,47.4479,-122.12,2070,4892,0,5,12,12.721888795877375
3,2.5,3050,12558,0,10,3050,0,1997,0,47.6549,-122.089,3543,12558,0,11,5,13.670485941982712
3,1.0,1240,3600,0,7,1240,0,1902,0,47.5986,-122.29799999999999,1680,3600,1,4,8,12.873904582205107
5,4.25,3380,7805,0,8,3380,0,2014,0,47.4349,-122.32799999999999,2790,7805,0,9,9,13.253305671203258
3,2.5,3190,7828,0,9,3190,0,2006,0,47.5047,-122.14399999999999,2970,7828,1,2,5,13.113324650913615
4,1.75,1670,10200,0,7,1390,280,1953,0,47.5524,-122.26700000000001,1720,6860,0,12,11,13.074225100710079
3,1.0,1660,11200,0,7,1660,0,1957,0,47.5121,-122.16799999999999,1380,10875,0,8,12,12.472279517715116
4,2.0,2070,9822,0,7,2070,0,1955,0,47.566,-122.14,1300,9572,0,8,22,12.834683971615659
4,2.0,2070,9822,0,7,2070,0,1955,0,47.566,-122.14,1300,9572,1,4,22,13.217675375388819
2,1.0,1430,4000,0,7,930,500,1949,0,47.5233,-122.28399999999999,1110,4000,0,7,23,12.345838935721968
5,2.5,2270,10700,0,8,1570,700,1963,0,47.74100000000001,-122.256,2020,10230,1,2,4,13.174483230098426
3,2.0,1980,7680,0,6,1070,910,1911,0,47.6839,-122.195,1330,8704,1,3,4,13.314636915215106
4,2.75,2500,26400,0,8,1780,720,1977,0,47.3444,-122.084,2180,31900,1,4,24,12.817198704312052
3,1.0,1230,171190,0,7,1230,0,1973,0,47.4397,-122.46,1550,15450,0,9,29,12.524530013005734
4,1.0,1390,9023,0,7,1390,0,1955,0,47.7754,-122.296,1760,9023,1,4,22,12.742568940017076
4,1.75,2120,8520,0,7,1600,520,1978,0,47.302,-122.37299999999999,2160,8400,1,3,27,12.535739636044429
4,2.75,1540,4840,0,7,850,690,1929,0,47.5491,-122.375,1180,4840,0,10,28,13.017005083966255
4,2.5,2000,5006,0,7,2000,0,2005,0,47.466,-122.147,2410,4889,0,8,25,12.765548423664681
4,2.5,2400,6053,0,8,2400,0,2001,0,47.3869,-122.03299999999999,2460,6519,1,4,10,12.959846800844963
4,2.75,2110,8751,0,7,1510,600,1962,0,47.7617,-122.215,1660,10295,0,6,26,12.983103608918753
4,2.5,2550,19017,0,7,1300,1250,1961,0,47.7682,-122.28399999999999,2080,21100,0,6,26,13.038983942375959
4,1.75,1440,8114,0,7,1440,0,1963,0,47.7639,-122.33200000000001,1940,7208,0,12,22,12.685410698175234
2,1.0,810,6827,0,6,810,0,1944,0,47.5495,-122.35700000000001,990,6827,1,4,30,12.691583538230217
2,1.75,1170,4635,0,6,690,480,1924,0,47.6842,-122.359,1240,4120,0,8,13,13.081543466215237
3,2.5,3590,8400,0,9,2950,640,1958,2007,47.595,-122.17299999999999,1620,7875,1,4,30,14.096923772119156
4,1.75,2090,6485,0,7,1280,810,1956,0,47.4958,-122.265,2190,9600,1,4,27,12.25486757159303
5,4.5,3820,5750,0,9,2830,990,2000,0,47.5581,-122.385,1750,5750,1,4,1,13.732130035981154
3,1.0,1460,8290,0,8,1460,0,1959,0,47.7246,-122.3,1470,8290,0,12,2,12.896719202134523
3,1.75,2360,4063,0,7,1180,1180,1940,0,47.6902,-122.382,1660,4063,0,8,18,13.356250608153818
3,1.0,1100,8680,0,6,1100,0,1962,0,47.3072,-122.363,1100,9220,1,3,26,12.122696471358964
4,2.5,2100,7208,0,8,2100,0,1974,0,47.4478,-122.12799999999999,2060,7480,1,4,16,12.715900771961074
2,2.0,1310,2841,0,6,1310,0,2004,0,47.3502,-122.022,1360,2550,0,6,20,12.292254928916668
2,1.5,750,2964,0,5,750,0,1919,0,47.5518,-122.277,1350,3090,1,2,24,12.461900207617864
5,1.5,1720,5000,0,8,1720,0,1915,0,47.6627,-122.355,1720,5000,0,7,15,13.560619598657233
3,2.5,3370,19585,0,7,3200,170,1951,0,47.7388,-122.339,1730,9430,0,6,11,13.151924121391561
2,1.5,1200,1259,0,8,1000,200,2015,0,47.6001,-122.29799999999999,1320,1852,0,6,24,13.02805489573287
3,2.5,1830,6807,0,7,1830,0,1954,0,47.7613,-122.322,1340,6807,1,2,18,12.994532278619134
3,3.5,3870,3819,0,11,2760,1110,2002,0,47.6452,-122.31700000000001,2530,5500,0,6,19,14.180154365996387
3,2.25,2220,3707,0,8,1620,600,1919,0,47.617,-122.286,2030,4850,0,7,14,13.652992804936396
3,1.75,2920,21375,0,8,1850,1070,1961,0,47.7666,-122.265,1540,8482,1,5,1,13.081543466215237
5,2.75,2540,27007,0,8,1520,1020,1980,2014,47.4326,-122.155,1800,26572,0,11,26,12.948012371209098
3,1.75,1970,7100,0,7,1590,380,1976,0,47.7353,-122.17200000000001,1790,7455,0,9,12,12.919024904363686
5,1.75,2170,9752,0,7,1100,1070,1962,0,47.3355,-122.331,1810,10609,0,8,20,12.535379989788607
3,3.0,2350,1620,0,9,1560,790,2001,0,47.6308,-122.279,2000,4380,1,1,22,13.993657580167481
4,2.25,2630,39000,0,9,2630,0,1979,0,47.4089,-122.149,2270,66647,0,6,13,13.025854679664231
4,2.5,4120,14866,1,8,2070,2050,1965,0,47.5571,-122.193,3620,19729,1,4,17,14.431237131804004
4,2.25,2440,5000,0,7,2440,0,2007,0,47.5407,-121.89,2440,5212,1,5,5,13.120363378739663
5,3.0,3480,6625,0,8,3480,0,2012,0,47.4815,-122.15299999999999,2800,9400,1,2,18,13.28787951079572
3,3.5,1900,4805,0,8,1560,340,1999,0,47.5686,-122.315,1360,4800,0,7,30,12.861001210669146
4,3.25,3160,10043,0,9,3160,0,2011,0,47.7001,-122.238,3450,10043,0,9,24,14.038654909278163
2,1.75,1330,2159,0,8,1330,0,1979,0,47.3822,-122.32,1220,3679,0,9,24,12.217017531154696
3,2.25,1420,13468,0,7,960,460,1976,0,47.6693,-122.176,1480,10980,1,3,11,13.017005083966255
3,2.0,2570,233481,0,8,2570,0,1986,0,47.4199,-122.03399999999999,2280,157687,1,5,8,12.983103608918753
2,1.0,1270,43560,0,5,1270,0,1908,0,47.3651,-122.165,1870,6960,1,2,4,13.217675375388819
3,2.25,2470,5650,0,7,1550,920,1973,0,47.5072,-122.25200000000001,1660,5650,1,5,4,12.796636007394284
4,2.25,2590,12600,0,9,2590,0,1979,0,47.5566,-122.162,2620,11050,1,1,20,13.541075028051122
4,2.5,3030,8507,0,9,3030,0,2003,0,47.6675,-122.176,2570,8830,0,6,16,13.712370907691596
3,1.75,1240,4550,0,7,1240,0,1951,0,47.5803,-122.398,2110,5700,1,4,11,13.132315688453556
3,1.0,1040,8925,0,6,1040,0,1961,0,47.3265,-122.335,1040,8925,1,2,25,12.206077645517674
5,2.25,2320,6375,0,7,1270,1050,1967,0,47.3351,-122.28200000000001,1760,7600,1,2,4,12.468440756144114
2,1.0,1190,5100,0,7,1190,0,1928,0,47.6773,-122.382,1920,5100,0,9,25,12.940843898859598
3,2.25,2030,8690,0,8,1360,670,1986,0,47.3185,-122.391,1720,8800,1,2,2,12.568981617474362
3,1.5,1390,10530,0,7,1390,0,1961,0,47.7025,-122.196,1750,10530,1,4,7,13.017005083966255
2,1.75,2050,4000,0,8,2050,0,1979,0,47.6415,-122.37299999999999,1940,4000,1,1,30,13.623139877437296
4,3.0,3050,6179,0,9,2330,720,1926,0,47.6253,-122.28399999999999,3020,6505,0,8,27,14.204169225721929
2,1.0,1240,5500,0,6,1240,0,1921,0,47.5257,-122.26299999999999,1520,5500,1,2,25,12.675923138051079
4,2.5,3030,30000,0,9,3030,0,1981,0,47.7468,-122.11200000000001,2600,34932,0,8,28,13.432786403100184
3,1.75,1930,6000,0,8,1130,800,1956,0,47.6516,-122.375,1870,6000,1,5,6,13.235693848424024
3,1.75,1490,10344,0,7,1490,0,1985,0,47.7517,-122.32600000000001,1450,8632,0,12,30,12.765691290604371
3,2.0,1510,10215,0,7,1510,0,1995,0,47.2078,-122.00299999999999,1370,8902,0,10,28,12.506180941677357
3,1.75,1320,35100,0,7,1320,0,1990,0,47.312,-122.12899999999999,1660,35100,1,3,5,12.556733038263905
4,2.5,2330,4606,0,8,2330,0,2004,0,47.3934,-122.184,2330,5783,0,7,14,12.637858308703688
4,2.0,2240,7725,0,7,1120,1120,1956,0,47.5331,-122.365,1340,6300,0,5,29,13.017005083966255
4,2.5,2050,34222,0,8,2050,0,1989,0,47.7572,-122.022,2240,51400,0,6,18,13.199326270390594
4,1.5,1680,11123,0,7,1130,550,1959,0,47.7565,-122.361,1770,10103,0,6,10,12.847929163278053
4,2.75,2200,122403,0,7,2200,0,1971,0,47.6301,-121.911,1710,74487,1,2,24,13.166382176694869
1,1.0,670,7957,0,6,670,0,1978,0,47.3594,-122.056,1600,7957,0,10,21,11.678448377988165
4,1.75,1730,7210,0,7,1010,720,1968,0,47.354,-122.315,1620,7210,1,4,23,12.543976000470021
4,2.75,2710,41811,0,8,1690,1020,1995,0,47.5836,-122.046,2110,35656,0,9,3,13.47302165746721
3,3.25,3410,25741,0,8,3410,0,1993,0,47.6929,-121.868,1660,25865,0,9,10,13.487007879880162
3,1.75,1330,7500,0,8,1330,0,1961,0,47.6074,-122.195,1690,7800,0,5,5,13.575984798046763
4,2.5,1990,2660,0,8,1990,0,2012,0,47.732,-122.178,1990,2665,1,3,30,13.19375523568666
2,1.5,1900,4450,0,7,1500,400,1916,0,47.5834,-122.29299999999999,2130,5000,0,11,3,13.384729180332174
4,1.0,1310,8640,0,6,910,400,1948,0,47.5104,-122.34200000000001,1310,8640,1,1,6,11.946012225174645
4,2.5,1690,7260,0,7,1080,610,1979,0,47.3001,-122.368,1690,7700,1,1,15,12.380030154325457
3,1.0,1040,8199,0,7,1040,0,1953,0,47.7348,-122.302,1420,8200,0,8,4,12.562526064934158
2,1.5,1340,1286,0,8,1190,150,2006,0,47.617,-122.309,1460,1245,0,8,7,13.092936626443631
2,1.0,1120,7350,0,7,1120,0,1942,0,47.7648,-122.31,1320,7545,1,1,26,12.660331092405906
5,6.75,9640,13068,1,12,4820,4820,1983,2009,47.556999999999995,-122.21,3270,10454,0,6,17,15.356241486613069
3,2.0,2310,10525,0,7,2310,0,1965,0,47.6727,-122.17399999999999,1430,10523,0,11,17,13.348703414510117
3,2.5,2190,34528,0,8,2190,0,1994,0,47.4594,-121.986,2460,37901,1,4,10,13.171155446333852
3,3.25,1220,1281,0,8,930,290,2014,0,47.67,-122.31700000000001,1303,3810,0,9,19,13.173058392858724
3,1.5,1200,3060,0,7,1060,140,1910,0,47.678999999999995,-122.315,1410,3060,1,3,27,13.081543466215237
3,3.5,3840,53696,0,9,3840,0,1996,0,47.7322,-122.035,3810,35181,0,10,8,13.785052381406869
4,2.5,2460,9973,0,8,1560,900,1965,0,47.7133,-122.361,1830,7200,0,8,11,13.369225017834633
3,2.5,1630,7950,0,8,1320,310,1985,0,47.4224,-122.15899999999999,1650,7952,0,6,27,12.53897064502647
2,2.0,970,9750,0,6,970,0,1940,0,47.5073,-122.37200000000001,1850,9000,0,7,10,12.621491384816093
4,2.0,1780,5336,0,6,930,850,1918,0,47.5094,-122.26299999999999,1910,10304,0,6,25,12.660331092405906
4,1.75,1760,7268,0,7,1080,680,1979,0,47.4267,-122.148,1830,8786,1,3,25,12.726356399830706
2,1.0,770,8150,0,6,770,0,1951,0,47.5324,-122.275,1140,8550,0,11,13,12.003044172694189
3,1.0,1760,6927,0,7,1050,710,1962,0,47.7623,-122.2,2060,9120,1,2,18,13.005719442726015
2,1.0,990,2446,0,7,990,0,1998,0,47.5919,-122.29700000000001,1260,2805,0,8,1,12.560247968016562
2,1.0,1250,4960,0,7,940,310,1938,0,47.6893,-122.325,2030,7440,1,3,17,12.821260987319457
3,2.25,1440,5150,0,7,1440,0,1997,0,47.5456,-122.35600000000001,1530,5238,0,12,15,12.706850963741102
2,2.0,1960,4018,0,7,980,980,1950,0,47.5629,-122.32,1240,4641,0,8,20,12.886643575525625
6,3.0,2510,5310,0,7,1460,1050,1944,0,47.5533,-122.304,1390,5407,1,4,16,12.994532278619134
4,2.75,2920,6605,0,8,2920,0,2012,0,47.4909,-122.14399999999999,3030,6605,0,5,3,13.345508528717259
3,2.5,1730,46638,0,8,1730,0,1991,0,47.4614,-121.709,1750,35508,0,9,29,12.983103608918753
3,2.5,1570,2577,0,7,1570,0,2005,0,47.7456,-121.984,1970,2952,0,11,18,12.611374406964662
2,1.75,970,4233,0,7,970,0,1944,0,47.6384,-122.4,1340,4233,0,9,29,13.235693848424024
4,3.0,2800,9764,0,8,2800,0,2002,0,47.3543,-122.012,3610,8194,0,5,20,12.847929163278053
4,2.0,1580,7800,0,6,1580,0,1906,0,47.5848,-122.302,1190,4440,0,5,19,12.715900771961074
2,1.0,1220,3000,0,7,920,300,1926,0,47.6823,-122.365,1270,3000,0,6,10,13.120363378739663
3,1.5,1550,8000,0,6,1330,220,1980,0,47.5536,-122.286,1150,5150,1,2,24,12.863595239117187
3,2.0,1220,7620,0,6,720,500,1947,2014,47.4564,-122.352,1640,7620,0,9,22,12.677952638304316
2,2.0,1651,18200,0,6,1651,0,1946,0,47.4621,-122.461,1510,89595,0,6,10,12.560247968016562
7,4.0,3150,7800,0,8,3150,0,2013,0,47.5259,-122.279,1880,6000,0,9,9,13.017005083966255
2,1.0,800,7150,0,5,800,0,1933,0,47.3788,-122.22399999999999,1220,8019,0,12,18,12.07254696717504
5,2.75,3190,5857,0,9,3190,0,2004,0,47.4575,-122.119,3100,5857,1,4,21,13.20817586935173
3,1.75,1720,7587,0,7,1140,580,1981,0,47.3175,-122.182,1120,7287,1,1,21,12.301387370778713
2,2.25,1100,1695,0,9,1100,0,2009,0,47.5663,-122.289,1100,3082,0,9,5,12.832013750189885
3,2.0,1010,7896,0,7,1010,0,1984,0,47.4046,-122.181,1540,7896,1,2,27,12.206077645517674
3,2.0,1010,7896,0,7,1010,0,1984,0,47.4046,-122.181,1540,7896,1,5,6,12.468248430698097
4,2.75,1760,9222,0,7,1140,620,1971,0,47.3099,-122.36200000000001,1800,9222,0,7,22,12.449022745701502
3,1.75,1400,6750,0,7,1040,360,1975,0,47.717,-122.226,1860,7480,1,3,23,13.010316110729669
3,2.5,1820,8722,0,7,1820,0,1926,2008,47.2137,-121.98899999999999,1480,12285,1,3,19,12.567240979056246
3,2.0,1470,6950,0,6,1470,0,1932,0,47.7619,-122.34299999999999,1660,5065,0,9,30,12.751157656940919
2,1.0,770,7000,0,6,770,0,1921,0,47.5654,-121.89,1100,8777,0,10,10,12.264346270624157
5,2.75,1340,11583,0,7,1190,150,1962,0,47.708999999999996,-122.214,1950,10514,0,7,23,12.959846800844963
1,1.0,480,4560,0,5,480,0,1922,0,47.5253,-121.82600000000001,890,4803,0,9,4,12.04355959836804
3,1.0,1260,4080,0,7,1260,0,1928,0,47.6893,-122.354,1130,3876,1,2,12,13.244582780038517
2,1.0,870,11100,0,6,870,0,1940,0,47.5038,-122.36399999999999,1370,10404,0,6,23,12.36308066783498
3,2.5,4010,12105,0,11,2600,1410,1983,0,47.553999999999995,-122.15100000000001,4010,15081,0,10,9,14.228448342614808
3,2.5,2340,8414,0,7,1280,1060,1993,0,47.4685,-122.265,2340,7268,1,1,26,12.75130259456002
3,2.75,1770,3172,0,8,1770,0,2009,0,47.5164,-121.87799999999999,1760,2891,1,4,27,12.936036208848487
5,1.75,2660,10637,0,7,1670,990,1922,0,47.6945,-122.292,1570,6825,0,10,10,13.541075028051122
5,2.5,3600,20001,0,9,3600,0,1976,0,47.4484,-122.339,2860,21780,1,2,26,13.089842251812337
2,1.75,1230,1107,0,8,1230,0,2006,0,47.5475,-121.999,1380,1107,0,9,26,12.793862088206213
3,2.75,3270,39586,0,11,3270,0,1988,0,47.731,-122.07799999999999,3480,35998,1,2,24,13.681980308196241
3,2.5,3100,20553,0,10,3100,0,1954,0,47.7635,-122.37700000000001,3000,22302,0,5,14,13.742940940397677
3,2.0,1900,6660,0,7,950,950,1966,0,47.3594,-122.054,1690,8111,0,5,16,12.429220196836383
2,2.0,1750,2731,0,8,1750,0,2012,0,47.5169,-121.87799999999999,1650,2731,1,4,21,12.884108726347916
4,3.5,3380,11270,0,9,2160,1220,2007,0,47.6124,-122.06,2910,11214,1,1,22,13.670485941982712
2,2.0,2090,6000,0,7,2090,0,1918,1985,47.5732,-122.413,1600,5400,0,9,12,13.076321533141567
4,2.75,4120,12500,0,8,2060,2060,1947,0,47.5914,-122.385,3680,5000,0,12,17,14.038654909278163
3,1.75,1260,7500,0,6,840,420,1947,0,47.772,-122.323,1340,7500,0,8,27,12.506180941677357
3,2.25,1800,6875,0,8,1230,570,1974,0,47.6773,-122.11,1800,8749,1,4,28,13.248116346376765
3,2.5,1960,7200,0,8,980,980,1940,0,47.5655,-122.27,1440,7200,0,6,2,13.361381852676738
6,2.75,4460,6952,0,10,3460,1000,1930,0,47.6626,-122.26899999999999,2750,4769,0,9,11,14.438772147252939
3,1.75,1330,9200,0,7,1330,0,1973,0,47.2916,-122.185,1590,9200,0,6,10,12.117246896289503
3,1.75,1820,78408,0,6,1220,600,1950,0,47.3364,-122.12799999999999,1340,78408,1,4,29,12.644114650568413
4,2.75,3360,9100,0,8,1760,1600,1973,0,47.5641,-122.149,2620,8925,1,3,25,13.759787466497338
2,1.75,2860,59612,1,8,1510,1350,1948,2003,47.3276,-122.389,2720,59612,0,5,22,13.12834743715147
3,1.0,1460,10200,0,7,1460,0,1957,0,47.4238,-122.197,1460,8500,0,8,14,12.301387370778713
3,1.75,1900,36769,0,8,1900,0,1987,0,47.3041,-122.066,1950,35847,1,4,1,12.721888795877375
3,2.25,1790,9927,0,7,1240,550,1969,0,47.5822,-122.07700000000001,2610,10700,1,4,22,13.384729180332174
4,3.5,3100,7600,0,10,3100,0,2005,0,47.3892,-122.215,3350,7638,1,2,3,13.144126826131089
2,1.0,900,57063,0,6,900,0,1938,0,47.4735,-121.786,1440,268765,0,12,17,12.524530013005734
2,1.75,1530,5000,0,7,1260,270,1989,0,47.6755,-122.37,1470,5000,1,4,3,13.264298608649407
2,3.25,2070,3128,1,9,1760,310,1988,0,47.5686,-122.06,2740,3568,1,3,19,14.188453163071875
3,2.0,1340,4320,0,5,920,420,1912,1993,47.299,-122.228,980,6480,0,6,19,12.133507329024972
1,1.0,1220,4160,0,7,1220,0,1922,0,47.6746,-122.315,1970,4200,1,5,5,13.39254470120331
4,2.5,2370,6500,0,9,2370,0,1998,0,47.3328,-122.17299999999999,2590,6137,0,5,5,12.700771936142122
3,2.5,1890,11036,0,8,1460,430,1973,0,47.7426,-122.354,2040,7524,1,3,10,12.996802422000108
3,1.75,1480,7725,0,7,1480,0,1981,0,47.483000000000004,-122.163,1720,8379,1,4,14,12.821260987319457
2,1.0,1050,8382,0,7,1050,0,1959,0,47.5627,-122.221,2400,9525,1,4,13,13.353476685668044
4,2.25,2070,14000,0,7,1720,350,1958,0,47.7484,-122.23700000000001,1690,14444,1,4,14,13.061553363403824
2,1.0,1170,6000,0,6,1170,0,1948,0,47.5033,-122.331,1130,7500,1,4,13,12.563575746452228
3,1.5,1090,7200,0,7,1090,0,1958,0,47.5817,-122.241,2010,8982,1,3,24,13.455975814408239
3,2.5,1650,6684,0,7,1650,0,1991,0,47.4051,-122.184,1850,7048,0,6,26,12.498745990829315
4,3.75,4410,8112,0,11,3570,840,2003,0,47.5888,-122.39200000000001,2770,5750,1,2,12,14.301018989130402
4,2.5,1780,15000,0,7,1780,0,1993,0,47.4239,-122.15299999999999,2005,9680,1,3,30,12.779875885354993
3,1.0,1550,8778,0,7,1250,300,1952,0,47.5413,-122.281,2120,7268,0,9,17,12.608202196848836
4,2.75,2290,6120,0,7,2170,120,1926,0,47.6746,-122.32700000000001,1910,4590,0,5,21,13.818507063952548
4,2.0,2220,8229,0,7,2220,0,1958,0,47.3722,-122.22,1660,8396,1,4,20,12.524530013005734
3,1.75,1150,10240,0,6,1030,120,1918,0,47.5222,-122.35700000000001,1270,2566,1,5,3,13.07107218827772
4,2.5,2000,37045,0,8,2000,0,1989,0,47.3398,-122.071,2390,36868,0,6,23,12.468440756144114
2,1.75,1270,7560,0,7,1270,0,1932,0,47.7083,-122.35700000000001,1480,7560,0,7,18,12.938442943086665
5,1.0,1810,11205,0,7,1810,0,1915,0,47.5099,-122.262,1860,7965,0,11,19,13.112315061750808
